user_id,isbn,rating
11676,0156006847,3.0
11676,0156007479,4.0
11676,0156007754,5.0
11676,0156027321,3.0
11676,0156904365,4.0
11676,0156907399,2.0
11676,0312113420,4.0
11676,0312147015,4.0
11676,0312195516,5.0
11676,0312199430,4.0
11676,0312243022,4.0
11676,0312261594,3.0
11676,0312263120,4.0
11676,0312263996,4.0
11676,0312264372,3.0
11676,0312265840,2.0
11676,0312265859,5.0
11676,0312272057,5.0
11676,0312274920,4.0
11676,0312278586,3.0
11676,0312282990,4.0
11676,0312291639,5.0
11676,0312305060,5.0
11676,0312313810,4.0
11676,031242227X,4.0
11676,0312890044,4.0
11676,0312924801,4.0
11676,0312927746,4.0
11676,0312951647,4.0
11676,0312955006,5.0
11676,0312955731,3.0
11676,0312958455,3.0
11676,0312961324,5.0
11676,0312963009,5.0
11676,0312966091,4.0
11676,0312971230,3.0
11676,0312974256,4.0
11676,0312977026,5.0
11676,0312978332,5.0
11676,0312978383,3.0
11676,0312979479,5.0
11676,0312979533,3.0
11676,0312980159,3.0
11676,0312981260,4.0
11676,0312981961,3.0
11676,031298250X,4.0
11676,0312982518,4.0
11676,0312983298,3.0
11676,0312983824,4.0
11676,0312983832,4.0
11676,0312983867,2.0
11676,0312985207,5.0
11676,0312986343,4.0
11676,0312986769,4.0
11676,0312988249,4.0
11676,0312995423,4.0
11676,0316107352,4.0
11676,0316153915,4.0
11676,0316153990,5.0
11676,0316154059,4.0
11676,0316154075,5.0
11676,0316154601,4.0
11676,0316155306,3.0
11676,0316168688,5.0
11676,0316168815,1.0
11676,0316171638,4.0
11676,0316182540,5.0
11676,0316291161,4.0
11676,0316316962,4.0
11676,0316569321,5.0
11676,0316602906,2.0
11676,0316603287,4.0
11676,0316603570,2.0
11676,0316666009,4.0
11676,0316666343,3.0
11676,0316678104,4.0
11676,0316690619,5.0
11676,0316693006,5.0
11676,0316693200,4.0
11676,0316693235,3.0
11676,0316693251,5.0
11676,0316693286,5.0
11676,0316693294,5.0
11676,0316693324,5.0
11676,0316710571,4.0
11676,0316734837,5.0
11676,0316776963,4.0
11676,0316777722,5.0
11676,0316779490,5.0
11676,0316780375,4.0
11676,0316780812,4.0
11676,0316781142,5.0
11676,0316781266,3.0
11676,0316782505,4.0
11676,0316789089,4.0
11676,0316812471,4.0
11676,0316898163,3.0
11676,0316929190,4.0
11676,0316969443,4.0
11676,0330253603,4.0
11676,0330262130,4.0
11676,0330375253,3.0
11676,0340401486,5.0
11676,0345253736,5.0
11676,0345260791,5.0
11676,0345285980,3.0
11676,0345305183,5.0
11676,034530988X,5.0
11676,0345311485,4.0
11676,0345313151,4.0
11676,0345313860,4.0
11676,0345315715,4.0
11676,0345318854,1.0
11676,0345333756,3.0
11676,0345335465,5.0
11676,0345337662,3.0
11676,0345339495,3.0
11676,0345342569,3.0
11676,0345346491,5.0
11676,0345346971,4.0
11676,0345350472,4.0
11676,0345352661,4.0
11676,0345354613,3.0
11676,0345354621,3.0
11676,0345354923,4.0
11676,0345356365,5.0
11676,0345356578,4.0
11676,0345362861,4.0
11676,034536676X,5.0
11676,0345367650,1.0
11676,0345368754,4.0
11676,0345370805,2.0
11676,0345374568,3.0
11676,0345378482,4.0
11676,0345378490,5.0
11676,0345381432,4.0
11676,0345382846,4.0
11676,0345384369,3.0
11676,0345384377,3.0
11676,0345384466,5.0
11676,0345384733,4.0
11676,034538475X,3.0
11676,0345386108,5.0
11676,0345386825,4.0
11676,0345389417,4.0
11676,0345389964,4.0
11676,0345394259,4.0
11676,0345400003,3.0
11676,034540047X,4.0
11676,0345402308,4.0
11676,034540288X,5.0
11676,0345404475,4.0
11676,0345404785,4.0
11676,0345404793,3.0
11676,034540761X,4.0
11676,0345409272,3.0
11676,0345409329,4.0
11676,0345409973,4.0
11676,0345411471,5.0
11676,0345412214,4.0
11676,0345413873,3.0
11676,0345413881,5.0
11676,034541389X,3.0
11676,0345417623,5.0
11676,0345418018,4.0
11676,0345420748,4.0
11676,0345422317,4.0
11676,0345422392,3.0
11676,0345423291,4.0
11676,0345423615,2.0
11676,0345425707,4.0
11676,0345426274,4.0
11676,034542705X,5.0
11676,0345428285,5.0
11676,0345428307,3.0
11676,0345430573,4.0
11676,034543076X,4.0
11676,0345432479,3.0
11676,0345433491,4.0
11676,0345435168,2.0
11676,0345435249,5.0
11676,0345435796,5.0
11676,0345436121,3.0
11676,034543739X,5.0
11676,0345438329,3.0
11676,0345438825,3.0
11676,0345441133,4.0
11676,0345443128,4.0
11676,0345444884,5.0
11676,0345447832,4.0
11676,0345447840,4.0
11676,0345449347,4.0
11676,0345452550,5.0
11676,0345452577,4.0
11676,0345453387,4.0
11676,0345453816,4.0
11676,0345458915,5.0
11676,0345459202,4.0
11676,0345460359,3.0
11676,0345465083,4.0
11676,0345469674,5.0
11676,0373079613,5.0
11676,0373218036,5.0
11676,0373218192,4.0
11676,0373218397,4.0
11676,0373218400,3.0
11676,0373218443,4.0
11676,037322687X,4.0
11676,0373243790,5.0
11676,0373244487,4.0
11676,0373250185,4.0
11676,0373250193,3.0
11676,0373250207,2.0
11676,0373250274,5.0
11676,0373250452,4.0
11676,0373483503,5.0
11676,0373483880,5.0
11676,0373483899,5.0
11676,0373484232,5.0
11676,0373484410,4.0
11676,0373711646,3.0
11676,037387216X,3.0
11676,0374129983,3.0
11676,0374199698,5.0
11676,0374270325,4.0
11676,0374281947,3.0
11676,0374525641,5.0
11676,0375400117,5.0
11676,0375401601,4.0
11676,037540256X,4.0
11676,0375406182,4.0
11676,0375406530,3.0
11676,0375410945,2.0
11676,0375411070,4.0
11676,0375412530,2.0
11676,0375412824,5.0
11676,037541309X,4.0
11676,0375422307,5.0
11676,0375501371,2.0
11676,0375502238,4.0
11676,0375504397,2.0
11676,0375504613,5.0
11676,0375700269,3.0
11676,0375701044,5.0
11676,0375701907,5.0
11676,0375702709,4.0
11676,0375703055,4.0
11676,037570387X,5.0
11676,0375705171,4.0
11676,0375706410,4.0
11676,0375706771,3.0
11676,0375707972,5.0
11676,037570924X,4.0
11676,0375712925,3.0
11676,0375713344,5.0
11676,0375713751,3.0
11676,0375727132,4.0
11676,0375727345,4.0
11676,0375751513,5.0
11676,0375756981,2.0
11676,0375758232,5.0
11676,0375758453,4.0
11676,0375758992,5.0
11676,0375759778,4.0
11676,0375760911,3.0
11676,037582233X,5.0
11676,0380002930,3.0
11676,0380005239,5.0
11676,0380018179,3.0
11676,0380400634,4.0
11676,0380470845,5.0
11676,0380619458,4.0
11676,0380702843,5.0
11676,0380708213,4.0
11676,0380709546,5.0
11676,0380710218,4.0
11676,0380710404,5.0
11676,0380712040,5.0
11676,0380715430,4.0
11676,0380717018,3.0
11676,0380717581,3.0
11676,0380718332,5.0
11676,0380718340,5.0
11676,0380720132,5.0
11676,0380720817,4.0
11676,0380721643,1.0
11676,0380722704,3.0
11676,0380724324,3.0
11676,0380724979,5.0
11676,0380725231,4.0
11676,0380726254,4.0
11676,0380727501,4.0
11676,038072880X,3.0
11676,0380730200,4.0
11676,0380730847,4.0
11676,0380731851,3.0
11676,0380732661,4.0
11676,0380753006,4.0
11676,0380756293,3.0
11676,0380762560,4.0
11676,0380765462,5.0
11676,0380774933,5.0
11676,0380775840,4.0
11676,0380789019,4.0
11676,0380792494,4.0
11676,0380792648,3.0
11676,0380792737,5.0
11676,0380794470,5.0
11676,0380794489,4.0
11676,038079487X,5.0
11676,0380804557,3.0
11676,0380804697,4.0
11676,0380805995,4.0
11676,0380807343,4.0
11676,0380807939,4.0
11676,0380808080,2.0
11676,038081093X,5.0
11676,0380812037,3.0
11676,0380813815,3.0
11676,0380815923,3.0
11676,0380818973,3.0
11676,0380819171,4.0
11676,038081918X,4.0
11676,0380820293,4.0
11676,0380820854,3.0
11676,038082101X,4.0
11676,0380892847,3.0
11676,038089968X,5.0
11676,0380973650,4.0
11676,0380977303,4.0
11676,0380978407,4.0
11676,0385199570,4.0
11676,0385260083,4.0
11676,0385265700,4.0
11676,0385306024,3.0
11676,0385306032,4.0
11676,0385306059,4.0
11676,038531258X,4.0
11676,038531292X,5.0
11676,0385315309,5.0
11676,0385316917,4.0
11676,038531695X,4.0
11676,038531700X,5.0
11676,0385317093,4.0
11676,0385319207,5.0
11676,0385319568,5.0
11676,0385319800,4.0
11676,038533303X,4.0
11676,0385333404,3.0
11676,0385334036,1.0
11676,0385334729,4.0
11676,0385335121,5.0
11676,0385335482,5.0
11676,0385335490,5.0
11676,038533558X,5.0
11676,0385335830,4.0
11676,0385336179,4.0
11676,038533656X,5.0
11676,0385336772,5.0
11676,0385337639,5.0
11676,0385416342,4.0
11676,038542017X,4.0
11676,0385421982,5.0
11676,038542471X,5.0
11676,0385424736,4.0
11676,0385472951,5.0
11676,0385474016,5.0
11676,0385474547,5.0
11676,0385475772,4.0
11676,0385482388,5.0
11676,0385484518,5.0
11676,038548951X,5.0
11676,0385490445,4.0
11676,038549081X,5.0
11676,0385493800,4.0
11676,0385494149,5.0
11676,0385494246,5.0
11676,0385494785,4.0
11676,0385496095,5.0
11676,0385498721,5.0
11676,038550120X,5.0
11676,0385503822,4.0
11676,0385504209,5.0
11676,0385504470,4.0
11676,0385505833,4.0
11676,0385508042,5.0
11676,0385508417,4.0
11676,038550926X,3.0
11676,0385509472,4.0
11676,0385511612,5.0
11676,0385512104,5.0
11676,0385720106,4.0
11676,0385721358,4.0
11676,0385722192,4.0
11676,0385722206,5.0
11676,0385722435,4.0
11676,0385729332,5.0
11676,0393046974,4.0
11676,0393307050,4.0
11676,0393315606,3.0
11676,0393317552,5.0
11676,0393319296,2.0
11676,0393325172,1.0
11676,0394551907,5.0
11676,0394558235,3.0
11676,0394563492,4.0
11676,0394580567,5.0
11676,039480001X,5.0
11676,0394800133,5.0
11676,0394800168,5.0
11676,0394805720,3.0
11676,0394820371,5.0
11676,0394825993,3.0
11676,039592720X,4.0
11676,0395927218,5.0
11676,0399133143,4.0
11676,0399135782,5.0
11676,0399138250,4.0
11676,0399138684,3.0
11676,0399140751,4.0
11676,0399141928,3.0
11676,0399142282,5.0
11676,0399143696,5.0
11676,0399144463,3.0
11676,0399144714,5.0
11676,0399145923,5.0
11676,0399146008,3.0
11676,039914613X,4.0
11676,0399146164,3.0
11676,0399146245,4.0
11676,0399146431,5.0
11676,0399146504,4.0
11676,0399146601,4.0
11676,039914675X,5.0
11676,0399148027,4.0
11676,0399148248,5.0
11676,039914840X,4.0
11676,0399148450,5.0
11676,0399148639,4.0
11676,039914868X,4.0
11676,0399148779,4.0
11676,0399149295,3.0
11676,0399149422,5.0
11676,0399149783,5.0
11676,0399149821,5.0
11676,0399149864,4.0
11676,0399150897,4.0
11676,0399151060,4.0
11676,0399151648,4.0
11676,0425080021,5.0
11676,0425090787,3.0
11676,0425092178,5.0
11676,0425093328,4.0
11676,0425098605,3.0
11676,0425098648,4.0
11676,0425100650,4.0
11676,042510687X,4.0
11676,0425107469,5.0
11676,0425108937,4.0
11676,042511774X,3.0
11676,0425118703,4.0
11676,0425119653,4.0
11676,042511984X,4.0
11676,0425120279,3.0
11676,0425120430,4.0
11676,0425121259,4.0
11676,0425122123,4.0
11676,0425132048,4.0
11676,0425133540,3.0
11676,042513525X,4.0
11676,0425136981,4.0
11676,0425137562,5.0
11676,0425140318,4.0
11676,0425142485,3.0
11676,0425142868,2.0
11676,0425144372,4.0
11676,0425145301,5.0
11676,0425146421,4.0
11676,0425146812,4.0
11676,0425147363,5.0
11676,0425147584,3.0
11676,0425148297,5.0
11676,0425150143,3.0
11676,0425152499,3.0
11676,0425152898,5.0
11676,0425153975,5.0
11676,0425155404,4.0
11676,0425157474,3.0
11676,0425157539,3.0
11676,0425158594,3.0
11676,0425158616,5.0
11676,0425158640,4.0
11676,042516019X,5.0
11676,042516098X,3.0
11676,0425161242,4.0
11676,0425162443,3.0
11676,0425162605,4.0
11676,0425163385,4.0
11676,0425163407,4.0
11676,0425165566,4.0
11676,0425166619,3.0
11676,0425167313,4.0
11676,042516828X,4.0
11676,0425169863,4.0
11676,0425169871,1.0
11676,0425170349,4.0
11676,0425173755,5.0
11676,0425176045,4.0
11676,0425176932,3.0
11676,0425178765,4.0
11676,0425179559,5.0
11676,0425179613,4.0
11676,0425179672,3.0
11676,042518000X,3.0
11676,0425180050,5.0
11676,0425180638,5.0
11676,0425180964,5.0
11676,042518286X,3.0
11676,0425182878,5.0
11676,0425183971,4.0
11676,0425184056,4.0
11676,0425184129,3.0
11676,0425184943,4.0
11676,042518630X,5.0
11676,0425187055,3.0
11676,0425187063,5.0
11676,0425188787,4.0
11676,0425188809,1.0
11676,0425189031,5.0
11676,042518904X,3.0
11676,0425189414,3.0
11676,0425189864,4.0
11676,0425190641,5.0
11676,0425192032,4.0
11676,0425192725,5.0
11676,0425195449,4.0
11676,0439010772,4.0
11676,0439049962,3.0
11676,0439064864,5.0
11676,0439064872,4.0
11676,043912042X,5.0
11676,0439136369,5.0
11676,0439139597,4.0
11676,0439139600,5.0
11676,0439324599,4.0
11676,0439404371,4.0
11676,0439420105,5.0
11676,0440111811,5.0
11676,0440120500,3.0
11676,0440122090,5.0
11676,0440127793,4.0
11676,0440128595,3.0
11676,0440129389,5.0
11676,0440146577,5.0
11676,0440173701,5.0
11676,0440174643,4.0
11676,0440176484,5.0
11676,0440177049,5.0
11676,0440180295,4.0
11676,0440185327,4.0
11676,0440186560,3.0
11676,0440193613,4.0
11676,0440194784,5.0
11676,0440195934,4.0
11676,0440200563,5.0
11676,0440200989,2.0
11676,0440201330,4.0
11676,0440201926,4.0
11676,044020271X,4.0
11676,0440203856,4.0
11676,0440204208,3.0
11676,0440204429,3.0
11676,0440204887,5.0
11676,0440205573,3.0
11676,0440206146,4.0
11676,0440207622,4.0
11676,0440207770,4.0
11676,0440208149,4.0
11676,0440208459,4.0
11676,0440208513,4.0
11676,0440209412,5.0
11676,0440209803,4.0
11676,0440211263,4.0
11676,044021145X,1.0
11676,0440211891,4.0
11676,0440212359,2.0
11676,0440213029,4.0
11676,0440213290,4.0
11676,0440213525,3.0
11676,0440213991,1.0
11676,0440214114,5.0
11676,0440215625,4.0
11676,0440215900,5.0
11676,0440216745,2.0
11676,0440216818,4.0
11676,0440216842,4.0
11676,0440217466,3.0
11676,0440217520,2.0
11676,0440218535,4.0
11676,044021873X,3.0
11676,0440219078,4.0
11676,0440220653,3.0
11676,0440220696,3.0
11676,044022103X,4.0
11676,0440221315,5.0
11676,0440221595,4.0
11676,0440222028,5.0
11676,0440222656,1.0
11676,0440224624,4.0
11676,0440224675,4.0
11676,0440224713,5.0
11676,0440224772,3.0
11676,0440224780,5.0
11676,0440224810,5.0
11676,0440224861,5.0
11676,0440225108,4.0
11676,0440225272,4.0
11676,0440225299,5.0
11676,0440225698,3.0
11676,0440225817,4.0
11676,0440225825,5.0
11676,0440226104,4.0
11676,0440226414,3.0
11676,0440226430,4.0
11676,0440226449,4.0
11676,044022859X,5.0
11676,0440234727,4.0
11676,0440234859,4.0
11676,0440235146,4.0
11676,0440235154,3.0
11676,0440235596,3.0
11676,0440235804,4.0
11676,0440236053,5.0
11676,0440236061,3.0
11676,044023669X,4.0
11676,044023672X,5.0
11676,0440236738,3.0
11676,0440236754,2.0
11676,0440236819,5.0
11676,0440236991,5.0
11676,0440237025,5.0
11676,044023722X,4.0
11676,0440237262,4.0
11676,0440237556,5.0
11676,044024126X,3.0
11676,0440343690,5.0
11676,0440407524,5.0
11676,0440428130,5.0
11676,0440442508,3.0
11676,0440486599,4.0
11676,0440487617,4.0
11676,0440498058,4.0
11676,0440514428,5.0
11676,0440931800,3.0
11676,0440944597,4.0
11676,0440967694,5.0
11676,0440984696,5.0
11676,044098761X,4.0
11676,0440995779,5.0
11676,0440998050,5.0
11676,044100069X,3.0
11676,044100315X,4.0
11676,0441003257,4.0
11676,0441004520,5.0
11676,0441009239,4.0
11676,0441172695,5.0
11676,0441569595,4.0
11676,0441627404,2.0
11676,0441790348,4.0
11676,0441865038,3.0
11676,0446300101,4.0
11676,0446322180,3.0
11676,0446323527,4.0
11676,0446328731,4.0
11676,0446343455,2.0
11676,0446350109,3.0
11676,0446354732,4.0
11676,0446356611,5.0
11676,0446356832,3.0
11676,0446356859,5.0
11676,0446356875,5.0
11676,0446358576,4.0
11676,0446358592,4.0
11676,0446359637,3.0
11676,0446360589,3.0
11676,0446360716,2.0
11676,0446363251,5.0
11676,0446363669,3.0
11676,0446364150,3.0
11676,0446364193,4.0
11676,0446364495,1.0
11676,0446364754,5.0
11676,0446387878,4.0
11676,0446391301,4.0
11676,0446516325,5.0
11676,044651652X,4.0
11676,0446516570,4.0
11676,0446518581,4.0
11676,044651862X,5.0
11676,0446519138,4.0
11676,0446519790,4.0
11676,0446520802,5.0
11676,044652087X,3.0
11676,0446522740,5.0
11676,0446523569,4.0
11676,0446525502,4.0
11676,0446525537,5.0
11676,0446525731,5.0
11676,0446527017,4.0
11676,0446527033,4.0
11676,0446527041,3.0
11676,0446527130,5.0
11676,0446527165,5.0
11676,0446527289,4.0
11676,0446527785,3.0
11676,0446527793,4.0
11676,0446530891,3.0
11676,0446531316,4.0
11676,0446531332,5.0
11676,0446532231,4.0
11676,0446532452,3.0
11676,0446600253,5.0
11676,0446600474,4.0
11676,0446601241,5.0
11676,0446601640,3.0
11676,0446601853,5.0
11676,0446602450,4.0
11676,0446602612,3.0
11676,0446602620,4.0
11676,0446602698,4.0
11676,0446603309,4.0
11676,0446603589,4.0
11676,0446603716,4.0
11676,0446604232,5.0
11676,0446604658,4.0
11676,0446604666,5.0
11676,0446604801,4.0
11676,0446604844,5.0
11676,0446605239,3.0
11676,0446605336,5.0
11676,0446605409,5.0
11676,0446606189,5.0
11676,0446606251,4.0
11676,0446606383,4.0
11676,0446607193,4.0
11676,0446607207,5.0
11676,0446607711,5.0
11676,0446608122,4.0
11676,0446608386,1.0
11676,0446608602,4.0
11676,0446608815,3.0
11676,0446608890,5.0
11676,0446608955,4.0
11676,0446609145,4.0
11676,0446609323,3.0
11676,0446609404,3.0
11676,0446609943,4.0
11676,0446610038,5.0
11676,0446610399,5.0
11676,0446610550,5.0
11676,044661064X,5.0
11676,0446611212,3.0
11676,0446611476,4.0
11676,0446611611,4.0
11676,0446611778,5.0
11676,0446611808,5.0
11676,0446611867,4.0
11676,0446611921,5.0
11676,044661193X,3.0
11676,0446612510,4.0
11676,0446612545,3.0
11676,0446612626,4.0
11676,0446612790,4.0
11676,0446613266,3.0
11676,0446613436,3.0
11676,0446613843,4.0
