User-ID,Age,gender
277,19.0,F
278,21.0,F
279,21.0,M
280,22.0,F
281,31.0,M
282,23.0,M
283,18.0,M
284,35.0,M
285,23.0,F
286,17.0,M
287,17.0,M
288,19.0,F
289,19.0,M
290,23.0,M
291,24.0,M
292,22.0,F
293,25.0,F
294,20.0,F
295,28.0,M
296,21.0,M
297,27.0,M
298,24.0,M
299,42.0,M
300,23.0,M
301,32.0,F
302,24.0,F
303,21.0,F
304,24.0,F
305,23.0,M
306,22.0,F
307,27.0,F
308,24.0,M
309,30.0,F
310,26.0,F
311,34.0,F
312,18.0,M
313,21.0,M
314,28.0,F
315,20.0,F
316,23.0,M
317,41.0,M
318,17.0,M
319,32.0,F
320,37.0,F
321,24.0,M
322,20.0,F
323,23.0,F
324,17.0,M
325,23.0,F
326,24.0,F
327,24.0,M
328,33.0,F
329,21.0,F
330,22.0,F
331,25.0,F
332,25.0,F
333,23.0,F
334,27.0,M
335,27.0,F
336,27.0,F
337,17.0,F
338,18.0,F
339,20.0,F
340,19.0,F
341,50.0,M
342,28.0,F
343,23.0,M
344,25.0,F
345,27.0,F
346,29.0,F
347,34.0,F
348,20.0,F
349,18.0,F
350,17.0,F
351,19.0,F
352,28.0,F
353,41.0,F
354,18.0,F
355,17.0,F
356,20.0,F
357,29.0,M
358,24.0,M
359,23.0,F
360,33.0,M
361,25.0,M
362,25.0,M
363,20.0,F
364,23.0,F
365,24.0,M
366,24.0,M
367,45.0,F
368,35.0,F
369,18.0,M
370,21.0,M
371,21.0,M
372,22.0,M
373,17.0,F
374,45.0,M
375,28.0,M
376,35.0,M
377,17.0,F
378,25.0,M
379,47.0,F
380,23.0,F
381,24.0,M
382,20.0,M
383,20.0,M
384,23.0,F
385,17.0,M
386,20.0,F
387,17.0,M
388,35.0,F
389,22.0,M
390,48.0,F
391,23.0,F
392,44.0,M
393,24.0,M
394,25.0,M
395,24.0,M
396,23.0,F
397,50.0,M
398,18.0,M
399,41.0,M
400,23.0,M
401,28.0,F
402,19.0,F
403,23.0,M
404,37.0,F
405,19.0,M
406,37.0,M
407,22.0,F
408,17.0,M
409,50.0,F
410,40.0,M
411,27.0,F
412,24.0,F
413,17.0,M
414,34.0,M
415,20.0,M
416,31.0,F
417,21.0,F
418,20.0,M
419,19.0,F
420,19.0,M
421,47.0,F
422,23.0,M
423,19.0,M
424,29.0,M
425,32.0,M
426,20.0,M
427,18.0,M
428,17.0,M
429,25.0,M
430,18.0,F
431,40.0,F
432,17.0,F
433,48.0,M
434,22.0,F
435,23.0,F
436,24.0,M
437,22.0,M
438,34.0,M
439,21.0,F
440,19.0,F
441,19.0,F
442,24.0,M
443,47.0,F
444,40.0,M
445,20.0,F
446,20.0,M
447,22.0,M
448,22.0,M
449,17.0,F
450,31.0,F
451,33.0,M
452,21.0,F
453,17.0,M
454,50.0,M
455,24.0,F
456,31.0,M
457,25.0,F
458,17.0,F
459,37.0,F
460,22.0,F
461,19.0,M
462,18.0,M
463,20.0,M
464,24.0,M
465,17.0,M
466,22.0,M
467,22.0,M
468,23.0,M
469,18.0,F
470,17.0,M
471,31.0,F
472,20.0,F
473,25.0,M
474,19.0,F
475,34.0,F
476,23.0,F
477,45.0,M
478,19.0,M
479,18.0,F
480,25.0,M
481,24.0,F
482,46.0,M
483,72.0,M
484,17.0,F
485,24.0,F
486,31.0,F
487,23.0,F
488,25.0,F
489,22.0,M
490,18.0,F
491,26.0,M
492,25.0,M
493,29.0,F
494,17.0,F
495,21.0,F
496,24.0,F
497,24.0,M
498,29.0,M
499,25.0,M
500,17.0,M
501,22.0,F
502,47.0,M
503,40.0,F
504,29.0,F
505,24.0,F
506,19.0,F
507,22.0,M
508,29.0,F
509,20.0,F
510,24.0,F
511,17.0,M
512,25.0,M
513,23.0,F
514,30.0,M
515,24.0,M
516,24.0,F
517,22.0,F
518,19.0,M
519,23.0,M
520,17.0,M
521,20.0,M
522,18.0,F
523,19.0,M
524,37.0,M
525,29.0,F
526,35.0,M
527,22.0,M
528,19.0,M
529,28.0,M
530,47.0,F
531,24.0,F
532,24.0,M
533,31.0,M
534,25.0,M
535,19.0,M
536,20.0,F
537,20.0,M
538,26.0,M
539,18.0,F
540,26.0,F
541,45.0,M
542,21.0,F
543,27.0,F
544,22.0,F
545,21.0,F
546,24.0,F
547,21.0,F
548,17.0,M
549,23.0,F
550,21.0,M
551,19.0,M
552,22.0,F
553,19.0,F
554,23.0,M
555,36.0,F
556,31.0,M
557,49.0,F
558,17.0,M
559,18.0,F
560,21.0,M
561,35.0,F
562,17.0,M
563,17.0,M
564,19.0,M
565,48.0,M
566,17.0,F
567,19.0,F
568,17.0,F
569,28.0,M
570,19.0,M
571,23.0,M
572,23.0,M
573,31.0,F
574,33.0,F
575,23.0,M
576,35.0,F
577,24.0,F
578,21.0,F
579,29.0,M
580,22.0,F
581,45.0,M
582,24.0,M
583,19.0,M
584,23.0,F
585,20.0,M
586,26.0,F
587,21.0,M
588,25.0,M
589,18.0,M
590,23.0,F
591,42.0,M
592,22.0,F
593,28.0,M
594,17.0,F
595,17.0,F
596,49.0,F
597,43.0,F
598,34.0,F
599,36.0,F
600,20.0,M
601,19.0,F
602,23.0,M
603,20.0,M
604,42.0,M
605,24.0,F
606,21.0,F
607,31.0,M
608,30.0,M
609,34.0,F
610,19.0,F
611,24.0,F
612,20.0,F
613,17.0,F
614,28.0,F
615,29.0,F
616,34.0,M
617,24.0,F
618,24.0,F
619,21.0,M
620,45.0,F
621,48.0,F
622,23.0,F
623,22.0,M
624,19.0,M
625,41.0,F
626,41.0,F
627,18.0,M
628,22.0,M
629,44.0,F
630,33.0,F
631,23.0,F
632,19.0,M
633,23.0,M
634,50.0,M
635,24.0,M
636,17.0,M
637,20.0,F
638,20.0,F
639,22.0,F
640,22.0,M
641,21.0,M
642,37.0,F
643,23.0,F
644,24.0,F
645,17.0,F
646,21.0,M
647,35.0,M
648,17.0,M
649,18.0,F
650,19.0,M
651,26.0,M
652,23.0,M
653,21.0,M
654,30.0,F
655,25.0,M
656,22.0,M
657,24.0,F
658,25.0,F
659,17.0,M
660,18.0,M
661,22.0,M
662,21.0,M
663,49.0,F
664,26.0,M
665,17.0,M
666,19.0,M
667,17.0,F
668,27.0,F
669,24.0,F
670,22.0,F
671,17.0,F
672,17.0,F
673,23.0,M
674,18.0,F
675,17.0,F
676,31.0,M
677,27.0,F
678,19.0,M
679,26.0,M
680,28.0,F
681,20.0,F
682,44.0,F
683,28.0,F
684,44.0,M
685,21.0,M
686,24.0,M
687,35.0,F
688,19.0,M
689,22.0,M
690,80.0,M
691,25.0,M
692,44.0,F
693,25.0,F
694,20.0,M
695,20.0,F
696,19.0,M
697,19.0,F
698,17.0,F
699,20.0,F
700,19.0,M
701,31.0,M
702,24.0,M
703,24.0,M
704,18.0,M
705,19.0,M
706,21.0,F
707,20.0,M
708,19.0,F
709,19.0,F
710,42.0,M
711,27.0,F
712,29.0,M
713,49.0,M
714,19.0,F
715,19.0,F
716,34.0,M
717,19.0,M
718,30.0,F
719,24.0,M
720,19.0,F
721,19.0,F
722,26.0,F
723,23.0,M
724,23.0,F
725,24.0,F
726,31.0,M
727,40.0,M
728,22.0,M
729,20.0,M
730,26.0,F
731,19.0,M
732,24.0,M
733,24.0,F
734,22.0,M
735,29.0,F
736,34.0,M
737,21.0,M
738,20.0,F
739,24.0,M
740,23.0,M
741,19.0,F
742,17.0,F
743,22.0,M
744,48.0,M
745,25.0,M
746,36.0,F
747,19.0,M
748,19.0,M
749,23.0,F
750,36.0,F
751,41.0,M
752,23.0,M
753,18.0,F
754,33.0,M
755,24.0,F
756,24.0,M
757,29.0,M
758,19.0,F
759,23.0,F
760,24.0,M
761,30.0,M
762,23.0,M
763,18.0,M
764,28.0,F
765,19.0,F
766,24.0,M
767,43.0,F
768,20.0,M
769,24.0,M
770,20.0,M
771,38.0,M
772,27.0,F
773,24.0,M
774,19.0,F
775,28.0,F
776,23.0,F
777,19.0,M
778,20.0,F
779,20.0,F
780,17.0,M
781,20.0,F
782,25.0,M
783,18.0,M
784,39.0,F
785,24.0,F
786,48.0,M
787,22.0,F
788,24.0,F
789,19.0,F
790,24.0,M
791,20.0,F
792,44.0,M
793,18.0,F
794,47.0,F
795,24.0,M
796,17.0,M
797,22.0,M
798,20.0,F
799,17.0,M
800,22.0,M
801,24.0,M
802,33.0,M
803,41.0,F
804,38.0,M
805,34.0,F
806,17.0,M
807,32.0,F
808,24.0,F
809,36.0,M
810,22.0,F
811,34.0,M
812,17.0,M
813,42.0,F
814,18.0,M
815,43.0,M
816,32.0,M
817,41.0,F
818,17.0,F
819,18.0,M
820,38.0,F
821,33.0,F
822,25.0,M
823,36.0,F
824,19.0,F
825,38.0,M
826,26.0,M
827,21.0,F
828,35.0,F
829,23.0,M
830,25.0,M
831,21.0,F
832,21.0,F
833,17.0,F
834,17.0,F
835,35.0,M
836,18.0,F
837,26.0,F
838,71.0,F
839,40.0,M
840,21.0,M
841,24.0,M
842,42.0,M
843,25.0,F
844,18.0,M
845,25.0,M
846,24.0,M
847,23.0,M
848,18.0,M
849,22.0,F
850,22.0,F
851,20.0,M
852,27.0,F
853,24.0,F
854,22.0,F
855,24.0,F
856,29.0,F
857,25.0,M
858,46.0,M
859,18.0,M
860,26.0,F
861,23.0,M
862,24.0,M
863,73.0,F
864,19.0,F
865,22.0,M
866,23.0,M
867,27.0,M
868,27.0,F
869,30.0,F
870,19.0,M
871,19.0,M
872,22.0,M
873,21.0,M
874,17.0,M
875,32.0,F
876,33.0,F
877,19.0,F
878,20.0,F
879,18.0,F
880,24.0,F
881,24.0,M
882,23.0,M
883,43.0,M
884,22.0,F
885,18.0,M
886,21.0,M
887,30.0,M
888,19.0,F
889,46.0,F
890,22.0,M
891,19.0,M
892,24.0,F
893,19.0,F
894,22.0,F
895,40.0,M
896,27.0,F
897,19.0,M
898,20.0,M
899,23.0,F
900,25.0,M
901,21.0,M
902,18.0,M
903,19.0,F
904,20.0,M
905,18.0,F
906,18.0,F
907,31.0,M
908,18.0,F
909,19.0,F
910,25.0,M
911,40.0,M
912,33.0,M
913,44.0,M
914,24.0,M
915,50.0,F
916,38.0,M
917,20.0,M
918,24.0,F
919,26.0,F
920,28.0,M
921,20.0,M
922,20.0,M
923,21.0,M
924,29.0,F
925,22.0,M
926,29.0,M
927,19.0,F
928,25.0,M
929,36.0,F
930,30.0,M
931,43.0,M
932,17.0,F
933,29.0,M
934,19.0,F
935,21.0,M
936,24.0,F
937,31.0,F
938,24.0,F
939,21.0,M
940,22.0,F
941,24.0,M
942,29.0,F
943,24.0,M
944,26.0,M
945,23.0,F
946,23.0,M
947,20.0,F
948,22.0,F
949,24.0,M
950,17.0,F
951,23.0,M
952,18.0,F
953,22.0,F
954,22.0,M
955,17.0,F
956,18.0,M
957,18.0,F
958,78.0,F
959,23.0,M
960,23.0,F
961,24.0,M
962,21.0,F
963,17.0,M
964,23.0,M
965,24.0,F
966,22.0,M
967,31.0,F
968,25.0,F
969,19.0,M
970,19.0,F
971,22.0,M
972,19.0,F
973,24.0,M
974,36.0,M
975,34.0,M
976,28.0,F
977,20.0,F
978,33.0,F
979,36.0,M
980,23.0,M
981,18.0,M
982,41.0,F
983,22.0,F
984,22.0,F
985,23.0,F
986,20.0,M
987,19.0,M
988,17.0,M
989,33.0,M
990,21.0,M
991,25.0,F
992,33.0,M
993,22.0,F
994,24.0,M
995,34.0,F
996,24.0,M
997,21.0,M
998,24.0,M
999,21.0,F
1000,34.0,F
1001,19.0,M
1002,25.0,F
1003,19.0,F
1004,17.0,F
1005,26.0,F
1006,25.0,M
1007,19.0,F
1008,17.0,F
1009,24.0,M
1010,26.0,M
1011,24.0,F
1012,23.0,M
1013,23.0,F
1014,20.0,M
1015,18.0,F
1016,21.0,M
1017,35.0,F
1018,18.0,M
1019,22.0,F
1020,23.0,M
1021,20.0,M
1022,23.0,M
1023,19.0,M
1024,20.0,F
1025,33.0,M
1026,24.0,F
1027,18.0,M
1028,25.0,F
1029,25.0,M
1030,29.0,M
1031,24.0,M
1032,17.0,F
1033,20.0,F
1034,18.0,F
1035,26.0,F
1036,25.0,M
1037,18.0,F
1038,26.0,M
1039,38.0,M
1040,21.0,M
1041,23.0,F
1042,40.0,F
1043,20.0,M
1044,34.0,M
1045,47.0,M
1046,17.0,M
1047,22.0,M
1048,22.0,M
1049,34.0,F
1050,23.0,M
1051,17.0,M
1052,31.0,F
1053,20.0,F
1054,37.0,F
1055,30.0,M
1056,35.0,F
1057,19.0,F
1058,23.0,F
1059,47.0,F
1060,38.0,F
1061,22.0,F
1062,19.0,F
1063,19.0,M
1064,45.0,M
1065,17.0,F
1066,25.0,F
1067,37.0,F
1068,18.0,F
1069,23.0,F
1070,24.0,F
1071,22.0,M
1072,47.0,M
1073,31.0,F
1074,17.0,M
1075,49.0,M
1076,20.0,F
1077,24.0,M
1078,28.0,F
1079,23.0,M
1080,35.0,M
1081,31.0,F
1082,36.0,F
1083,20.0,M
1084,22.0,M
1085,19.0,M
1086,21.0,M
1087,46.0,M
1088,17.0,F
1089,22.0,F
1090,49.0,F
1091,25.0,F
1092,18.0,F
1093,23.0,M
1094,18.0,M
1095,24.0,F
1096,18.0,M
1097,20.0,F
1098,17.0,M
1099,32.0,M
1100,24.0,F
1101,22.0,F
1102,28.0,M
1103,24.0,F
1104,38.0,M
1105,25.0,F
1106,41.0,F
1107,21.0,F
1108,20.0,M
1109,18.0,M
1110,31.0,F
1111,22.0,F
1112,24.0,M
1113,22.0,F
1114,25.0,M
1115,18.0,F
1116,29.0,F
1117,25.0,F
1118,19.0,F
1119,20.0,F
1120,21.0,F
1121,21.0,M
1122,21.0,M
1123,23.0,M
1124,19.0,F
1125,18.0,M
1126,22.0,M
1127,18.0,F
1128,25.0,M
1129,24.0,M
1130,26.0,F
1131,22.0,M
1132,19.0,M
1133,46.0,M
1134,17.0,M
1135,17.0,F
1136,21.0,F
1137,25.0,F
1138,21.0,M
1139,33.0,M
1140,19.0,M
1141,26.0,F
1142,25.0,M
1143,45.0,M
1144,21.0,M
1145,24.0,F
1146,24.0,M
1147,23.0,M
1148,79.0,M
1149,17.0,F
1150,25.0,F
1151,22.0,M
1152,20.0,F
1153,26.0,F
1154,21.0,M
1155,22.0,M
1156,18.0,M
1157,34.0,F
1158,24.0,M
1159,25.0,F
1160,18.0,M
1161,20.0,F
1162,31.0,M
1163,32.0,M
1164,35.0,F
1165,24.0,F
1166,22.0,F
1167,25.0,M
1168,20.0,F
1169,27.0,F
1170,17.0,F
1171,32.0,F
1172,26.0,F
1173,22.0,M
1174,32.0,F
1175,27.0,F
1176,29.0,F
1177,19.0,F
1178,18.0,M
1179,28.0,F
1180,23.0,F
1181,38.0,M
1182,23.0,M
1183,49.0,F
1184,38.0,M
1185,23.0,F
1186,24.0,M
1187,23.0,F
1188,29.0,M
1189,39.0,M
1190,24.0,M
1191,34.0,M
1192,27.0,F
1193,28.0,M
1194,17.0,F
1195,24.0,F
1196,28.0,M
1197,40.0,F
1198,35.0,F
1199,28.0,M
1200,19.0,F
1201,22.0,M
1202,43.0,M
1203,21.0,M
1204,18.0,M
1205,32.0,F
1206,24.0,M
1207,18.0,M
1208,19.0,F
1209,33.0,M
1210,22.0,M
1211,22.0,F
1212,24.0,M
1213,19.0,M
1214,30.0,M
1215,17.0,M
1216,24.0,M
1217,22.0,M
1218,27.0,F
1219,17.0,M
1220,17.0,F
1221,34.0,M
1222,17.0,F
1223,24.0,F
1224,18.0,M
1225,22.0,M
1226,19.0,M
1227,19.0,F
1228,22.0,F
1229,18.0,F
1230,34.0,F
1231,19.0,F
1232,50.0,F
1233,27.0,F
1234,25.0,F
1235,23.0,F
1236,25.0,M
1237,21.0,F
1238,42.0,M
1239,37.0,M
1240,36.0,M
1241,21.0,M
1242,25.0,F
1243,34.0,F
1244,24.0,M
1245,19.0,M
1246,36.0,F
1247,22.0,M
1248,20.0,F
1249,18.0,M
1250,44.0,F
1251,20.0,F
1252,18.0,F
1253,22.0,F
1254,26.0,F
1255,23.0,F
1256,24.0,F
1257,18.0,F
1258,18.0,F
1259,29.0,M
1260,17.0,F
1261,46.0,F
1262,39.0,M
1263,23.0,M
1264,20.0,F
1265,17.0,F
1266,19.0,M
1267,20.0,M
1268,24.0,M
1269,42.0,F
1270,33.0,F
1271,26.0,F
1272,19.0,F
1273,27.0,F
1274,20.0,F
1275,20.0,F
1276,19.0,F
1277,23.0,F
1278,22.0,M
1279,17.0,M
1280,34.0,F
1281,32.0,F
1282,32.0,M
1283,26.0,F
1284,44.0,F
1285,28.0,M
1286,21.0,F
1287,32.0,M
1288,35.0,M
1289,103.0,F
1290,26.0,F
1291,34.0,M
1292,17.0,M
1293,19.0,M
1294,23.0,F
1295,23.0,M
1296,18.0,F
1297,30.0,M
1298,20.0,M
1299,20.0,M
1300,37.0,M
1301,18.0,F
1302,20.0,F
1303,24.0,F
1304,47.0,M
1305,17.0,F
1306,41.0,M
1307,17.0,F
1308,20.0,M
1309,28.0,F
1310,20.0,M
1311,21.0,M
1312,23.0,F
1313,30.0,F
1314,48.0,F
1315,19.0,M
1316,18.0,M
1317,25.0,F
1318,33.0,M
1319,19.0,F
1320,36.0,F
1321,24.0,M
1322,21.0,M
1323,104.0,F
1324,23.0,F
1325,18.0,M
1326,37.0,M
1327,22.0,M
1328,24.0,F
1329,26.0,M
1330,21.0,M
1331,32.0,F
1332,20.0,M
1333,36.0,F
1334,32.0,F
1335,22.0,F
1336,42.0,F
1337,28.0,M
1338,37.0,F
1339,19.0,M
1340,21.0,F
1341,17.0,M
1342,21.0,F
1343,33.0,M
1344,21.0,F
1345,20.0,M
1346,25.0,F
1347,21.0,F
1348,43.0,F
1349,22.0,M
1350,22.0,F
1351,19.0,F
1352,35.0,F
1353,18.0,F
1354,39.0,F
1355,71.0,F
1356,19.0,F
1357,24.0,M
1358,24.0,F
1359,19.0,F
1360,36.0,F
1361,17.0,M
1362,37.0,M
1363,22.0,M
1364,19.0,M
1365,19.0,M
1366,19.0,F
1367,23.0,F
1368,22.0,F
1369,21.0,M
1370,26.0,M
1371,36.0,F
1372,34.0,F
1373,22.0,F
1374,27.0,M
1375,25.0,M
1376,20.0,F
1377,20.0,M
1378,37.0,F
1379,21.0,F
1380,25.0,F
1381,18.0,F
1382,33.0,M
1383,32.0,M
1384,18.0,F
1385,20.0,M
1386,23.0,F
1387,28.0,F
1388,29.0,M
1389,22.0,F
1390,36.0,F
1391,19.0,F
1392,42.0,M
1393,35.0,F
1394,28.0,M
1395,18.0,M
1396,35.0,F
1397,36.0,M
1398,24.0,F
1399,41.0,F
1400,39.0,M
1401,24.0,M
1402,22.0,F
1403,26.0,F
1404,28.0,F
1405,24.0,M
1406,23.0,F
1407,28.0,M
1408,35.0,F
1409,74.0,M
1410,22.0,F
1411,74.0,M
1412,47.0,M
1413,26.0,M
1414,27.0,M
1415,47.0,M
1416,25.0,F
1417,19.0,F
1418,45.0,F
1419,24.0,M
1420,20.0,M
1421,24.0,F
1422,23.0,F
1423,39.0,M
1424,19.0,F
1425,41.0,F
1426,19.0,F
1427,22.0,F
1428,18.0,M
1429,71.0,F
1430,19.0,M
1431,17.0,M
1432,24.0,M
1433,24.0,M
1434,20.0,F
1435,36.0,M
1436,18.0,M
1437,21.0,F
1438,27.0,M
1439,20.0,M
1440,23.0,F
1441,34.0,F
1442,36.0,F
1443,30.0,F
1444,26.0,F
1445,21.0,F
1446,23.0,M
1447,31.0,F
1448,25.0,M
1449,23.0,F
1450,24.0,F
1451,22.0,M
1452,20.0,F
1453,19.0,F
1454,21.0,F
1455,18.0,M
1456,45.0,M
1457,21.0,F
1458,19.0,F
1459,24.0,M
1460,34.0,M
1461,17.0,F
1462,19.0,M
1463,24.0,F
1464,25.0,F
1465,19.0,M
1466,28.0,F
1467,19.0,M
1468,20.0,M
1469,25.0,F
1470,20.0,F
1471,17.0,M
1472,18.0,F
1473,18.0,M
1474,18.0,M
1475,22.0,M
1476,33.0,M
1477,19.0,M
1478,25.0,F
1479,30.0,M
1480,19.0,M
1481,22.0,M
1482,43.0,F
1483,33.0,M
1484,28.0,F
1485,30.0,F
1486,75.0,M
1487,23.0,M
1488,23.0,F
1489,20.0,F
1490,24.0,M
1491,22.0,M
1492,31.0,F
1493,18.0,M
1494,25.0,M
1495,24.0,M
1496,31.0,M
1497,20.0,F
1498,23.0,F
1499,17.0,F
1500,19.0,F
1501,35.0,M
1502,17.0,M
1503,22.0,F
1504,20.0,M
1505,25.0,M
1506,21.0,M
1507,26.0,F
1508,18.0,F
1509,48.0,F
1510,20.0,F
1511,25.0,F
1512,18.0,M
1513,40.0,F
1514,20.0,F
1515,27.0,M
1516,31.0,M
1517,32.0,F
1518,18.0,F
1519,25.0,F
1520,17.0,F
1521,24.0,M
1522,46.0,M
1523,23.0,M
1524,18.0,M
1525,29.0,M
1526,23.0,F
1527,27.0,F
1528,22.0,F
1529,19.0,M
1530,26.0,M
1531,42.0,M
1532,34.0,M
1533,17.0,F
1534,20.0,F
1535,26.0,F
1536,30.0,M
1537,26.0,M
1538,29.0,F
1539,17.0,F
1540,24.0,F
1541,25.0,M
1542,21.0,F
1543,24.0,F
1544,31.0,M
1545,21.0,M
1546,40.0,F
1547,20.0,F
1548,28.0,M
1549,25.0,F
1550,21.0,M
1551,29.0,F
1552,32.0,M
1553,23.0,F
1554,29.0,F
1555,24.0,M
1556,23.0,F
1557,32.0,F
1558,25.0,F
1559,20.0,M
1560,22.0,M
1561,22.0,M
1562,18.0,F
1563,24.0,F
1564,24.0,M
1565,17.0,M
1566,22.0,F
1567,25.0,F
1568,37.0,F
1569,19.0,F
1570,28.0,M
1571,32.0,F
1572,26.0,F
1573,21.0,F
1574,20.0,F
1575,22.0,M
1576,24.0,M
1577,25.0,M
1578,23.0,F
1579,231.0,F
1580,19.0,M
1581,20.0,M
1582,48.0,F
1583,48.0,M
1584,19.0,F
1585,29.0,M
1586,19.0,F
1587,19.0,M
1588,20.0,M
1589,50.0,F
1590,19.0,F
1591,24.0,F
1592,50.0,F
1593,25.0,M
1594,19.0,M
1595,20.0,F
1596,24.0,M
1597,23.0,F
1598,24.0,M
1599,20.0,M
1600,43.0,F
1601,18.0,M
1602,21.0,F
1603,20.0,M
1604,24.0,M
1605,19.0,F
1606,25.0,M
1607,29.0,M
1608,27.0,F
1609,30.0,F
1610,18.0,M
1611,19.0,M
1612,24.0,M
1613,41.0,M
1614,23.0,M
1615,30.0,F
1616,18.0,M
1617,24.0,F
1618,21.0,M
1619,20.0,F
1620,17.0,M
1621,30.0,F
1622,22.0,F
1623,41.0,M
1624,23.0,M
1625,25.0,F
1626,36.0,M
1627,28.0,M
1628,20.0,M
1629,18.0,F
1630,27.0,M
1631,21.0,M
1632,22.0,M
1633,29.0,M
1634,33.0,M
1635,27.0,M
1636,34.0,F
1637,24.0,F
1638,18.0,F
1639,19.0,F
1640,33.0,F
1641,22.0,F
1642,25.0,M
1643,24.0,M
1644,22.0,M
1645,22.0,F
1646,19.0,M
1647,23.0,F
1648,26.0,F
1649,41.0,M
1650,23.0,M
1651,36.0,M
1652,22.0,M
1653,17.0,F
1654,24.0,F
1655,48.0,M
1656,29.0,F
1657,25.0,F
1658,22.0,F
1659,41.0,F
1660,18.0,M
1661,25.0,M
1662,25.0,M
1663,22.0,F
1664,19.0,F
