,user_id,location,age,isbn,rating,book_title,book_author,year_of_publication,publisher,img_s,img_m,img_l,Summary,Language,Category,city,state,country
10,177458,"ottawa, ontario, canada",29.0,0002005018,0,Clara Callan,Richard Bruce Wright,2001.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,"In a small town in Canada, Clara Callan reluctantly takes leave of her
sister, Nora, who is bound for New York.",en,['Actresses'],ottawa,ontario,canada
11,200273,"comber, ontario, canada",34.74389988072476,0002005018,8,Clara Callan,Richard Bruce Wright,2001.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,"In a small town in Canada, Clara Callan reluctantly takes leave of her
sister, Nora, who is bound for New York.",en,['Actresses'],comber,ontario,canada
12,210926,"guelph, ontario, canada",34.74389988072476,0002005018,9,Clara Callan,Richard Bruce Wright,2001.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,"In a small town in Canada, Clara Callan reluctantly takes leave of her
sister, Nora, who is bound for New York.",en,['Actresses'],guelph,ontario,canada
13,219008,"halifax, nova scotia, canada",60.0,0002005018,7,Clara Callan,Richard Bruce Wright,2001.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,"In a small town in Canada, Clara Callan reluctantly takes leave of her
sister, Nora, who is bound for New York.",en,['Actresses'],halifax,nova scotia,canada
14,263325,"fredericton, new brunswick, canada",27.0,0002005018,6,Clara Callan,Richard Bruce Wright,2001.0,HarperFlamingo Canada,http://images.amazon.com/images/P/0002005018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002005018.01.LZZZZZZZ.jpg,"In a small town in Canada, Clara Callan reluctantly takes leave of her
sister, Nora, who is bound for New York.",en,['Actresses'],fredericton,new brunswick,canada
15,8,"timmins, ontario, canada",34.74389988072476,0060973129,0,Decision in Normandy,Carlo D'Este,1991.0,HarperPerennial,http://images.amazon.com/images/P/0060973129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973129.01.LZZZZZZZ.jpg,"Here, for the first time in paperback, is an outstanding military
history that offers a dramatic new perspective on the Allied campaign
that began with the invasion of the D-Day beaches of Normandy. Nationa
advertising in Military History.",en,['1940-1949'],timmins,ontario,canada
16,2954,"wichita, kansas, usa",71.0,0060973129,8,Decision in Normandy,Carlo D'Este,1991.0,HarperPerennial,http://images.amazon.com/images/P/0060973129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973129.01.LZZZZZZZ.jpg,"Here, for the first time in paperback, is an outstanding military
history that offers a dramatic new perspective on the Allied campaign
that began with the invasion of the D-Day beaches of Normandy. Nationa
advertising in Military History.",en,['1940-1949'],wichita,kansas,usa
17,152827,"ottawa, ontario, canada",40.0,0060973129,7,Decision in Normandy,Carlo D'Este,1991.0,HarperPerennial,http://images.amazon.com/images/P/0060973129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973129.01.LZZZZZZZ.jpg,"Here, for the first time in paperback, is an outstanding military
history that offers a dramatic new perspective on the Allied campaign
that began with the invasion of the D-Day beaches of Normandy. Nationa
advertising in Military History.",en,['1940-1949'],ottawa,ontario,canada
18,8,"timmins, ontario, canada",34.74389988072476,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],timmins,ontario,canada
19,35704,"kansas city, missouri, usa",53.0,0374157065,6,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],kansas city,missouri,usa
20,83160,"oregon city, oregon, usa",65.0,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],oregon city,oregon,usa
21,110912,"milpitas, california, usa",36.0,0374157065,10,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],milpitas,california,usa
22,137688,"medford, new york, usa",46.0,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],medford,new york,usa
23,157969,"denver, colorado, usa",30.0,0374157065,8,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],denver,colorado,usa
24,169187,"edmonton, alberta, canada",34.74389988072476,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],edmonton,alberta,canada
25,192665,"vacaville, california, usa",47.0,0374157065,8,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],vacaville,california,usa
26,197659,"indiana, pennsylvania, usa",49.0,0374157065,9,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],indiana,pennsylvania,usa
27,208059,"payson, arizona, usa",34.74389988072476,0374157065,6,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],payson,arizona,usa
28,209163,"columbus, ohio, usa",34.74389988072476,0374157065,0,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,Farrar Straus Giroux,http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374157065.01.LZZZZZZZ.jpg,"Describes the great flu epidemic of 1918, an outbreak that killed some
forty million people worldwide, and discusses the efforts of
scientists and public health officials to understand and prevent
another lethal pandemic",en,['Medical'],columbus,ohio,usa
29,8,"timmins, ontario, canada",34.74389988072476,0393045218,0,The Mummies of Urumchi,E. J. W. Barber,1999.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393045218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393045218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393045218.01.LZZZZZZZ.jpg,"A look at the incredibly well-preserved ancient mummies found in
Western China describes their clothing and appearance, attempts to
reconstruct their culture, and speculates about how Caucasians could
have found their way to the feet of the ...",en,['Design'],timmins,ontario,canada
30,8,"timmins, ontario, canada",34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],timmins,ontario,canada
31,11676,"n/a, n/a, n/a",34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],n/a,n/a,n/a
32,29526,"knoxville, tennessee, usa",26.0,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],knoxville,tennessee,usa
33,36836,"raleigh, north carolina, usa",56.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],raleigh,north carolina,usa
34,46398,"san antonio, texas, usa",37.0,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],san antonio,texas,usa
35,49300,"loveland, colorado, usa",34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],loveland,colorado,usa
36,49635,"seattle, washington, usa",34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],seattle,washington,usa
37,67958,"idaho falls, idaho, usa",39.0,0399135782,10,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],idaho falls,idaho,usa
38,113270,"evanston, illinois, usa",25.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],evanston,illinois,usa
39,113519,"pleasanton, california, usa",34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],pleasanton,california,usa
40,115097,"seattle, ,",27.0,0399135782,7,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],seattle,",",
41,136509,"santa barbara, california, usa",31.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],santa barbara,california,usa
42,148712,"homer, alaska, usa",34.74389988072476,0399135782,10,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],homer,alaska,usa
43,153461,"upland, california, usa",34.74389988072476,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],upland,california,usa
44,178269,"harbor city, california, usa",34.74389988072476,0399135782,5,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],harbor city,california,usa
45,180297,"ann arbor, michigan, usa",41.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],ann arbor,michigan,usa
46,188589,"klang, selangor, malaysia",20.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],klang,selangor,malaysia
47,194722,"dallas, texas, usa",34.74389988072476,0399135782,9,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],dallas,texas,usa
48,198013,"sandy, oregon, usa",34.74389988072476,0399135782,7,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],sandy,oregon,usa
49,200674,"pittsburg, missouri, usa",58.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],pittsburg,missouri,usa
50,207148,"san diego, california, usa",42.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],san diego,california,usa
51,211919,"jacksonville, florida, usa",38.0,0399135782,0,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group,http://images.amazon.com/images/P/0399135782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399135782.01.LZZZZZZZ.jpg,"A Chinese immigrant who is convinced she is dying threatens to
celebrate the Chinese New Year by unburdening herself of
everybody&#39;s hidden truths, thus prompting a series of comic
misunderstandings",en,['Fiction'],jacksonville,florida,usa
